CODIBGE_domicílio do devedor;COMARCA_ABR - DOMICILIO DO DEVEDOR;CODIBGE_ABR_Praça de Protesto;PRAÇA DE PROTESTO;ABR_UF;;
4206900;JOSE BOITEUX;4209151;IBIRAMA;SC;;
4216909;JUPIA;4209177;SAO LOURENCO D'OESTE;SC;;
4203907;LACERDOPOLIS;4209201;CAPINZAL;SC;;
4209300;LAGES;4209300;LAGES;SC;;
4209409;LAGUNA;4209409;LAGUNA;SC;;
4219705;LAJEADO GRANDE;4209458;XAXIM;SC;;
4214607;LAURENTINO;4209508;RIO DO OESTE;SC;;
4209607;LAURO MULLER;4209607;LAURO MULLER;SC;;
4209706;LEBON REGIS;4209706;LEBON REGIS;SC;;
4208500;LEOBERTO LEAL;4209805;ITUPORANGA;SC;;
4207700;LINDOIA DO SUL;4209854;IPUMIRIM;SC;;
4214805;LONTRAS;4209904;RIO DO SUL;SC;;
4211306;LUIZ ALVES;4210001;NAVEGANTES;SC;;
4209003;LUZERNA;4210035;JOACABA;SC;;
4203006;MACIEIRA;4210050;CACADOR;SC;;
4210100;MAFRA;4210100;MAFRA;SC;;
4216305;MAJOR GERCINO;4210209;SAO JOAO BATISTA;SC;;
4203808;MAJOR VIEIRA;4210308;CANOINHAS;SC;;
4201406;MARACAJA;4210407;ARARANGUA;SC;;
4210506;MARAVILHA;4210506;MARAVILHA;SC;;
4219705;MAREMA;4210555;XAXIM;SC;;
4206504;MASSARANDUBA;4210605;GUARAMIRIM;SC;;
4213609;MATOS COSTA;4210704;PORTO UNIAO;SC;;
4210803;MELEIRO;4210803;MELEIRO;SC;;
4217808;MIRIM DOCE;4210852;TAIO;SC;;
4210902;MODELO;4210902;MODELO;SC;;
4211009;MONDAI;4211009;MONDAI;SC;;
4205506;MONTE CARLO;4211058;FRAIBURGO;SC;;
4212205;MONTE CASTELO;4211108;PAPANDUVA;SC;;
4219002;MORRO DA FUMACA;4211207;URUSSANGA;SC;;
4210803;MORRO GRANDE;4211256;MELEIRO;SC;;
4211306;NAVEGANTES;4211306;NAVEGANTES;SC;;
4212908;NOVA ERECHIM;4211405;PINHALZINHO SC;SC;;
4204202;NOVA ITABERABA;4211454;CHAPECO;SC;;
4216305;NOVA TRENTO;4211504;SAO JOAO BATISTA;SC;;
4204608;NOVA VENEZA;4211603;CRICIUMA;SC;;
4216909;NOVO HORIZONTE;4211652;SAO LOURENCO DO OESTE;SC;;
4211702;ORLEANS;4211702;ORLEANS;SC;;
4211751;OTACILIO COSTA;4211751;OTACILIO COSTA;SC;;
4203907;OURO;4211801;CAPINZAL;SC;;
4200101;OURO VERDE;4211850;ABELARDO LUZ;SC;;
4208005;PAIAL;4211876;ITA;SC;;
4209300;PAINEL;4211892;LAGES;SC;;
4211900;PALHOCA;4211900;PALHOCA;SC;;
4205001;PALMA SOLA;4212007;DIONISIO CERQUEIRA;SC;;
4211751;PALMEIRA;4212056;OTACILIO COSTA;SC;;
4212106;PALMITOS;4212106;PALMITOS;SC;;
4212205;PAPANDUVA;4212205;PAPANDUVA;SC;;
4217204;PARAISO;4212239;SAO MIGUEL DO OESTE;SC;;
4215653;PASSO DE TORRES;4212254;SANTA ROSA DO SUL;SC;;
4213401;PASSOS MAIA;4212270;PONTE SERRADA;SC;;
4205704;PAULO LOPES;4212304;GAROPABA;SC;;
4218707;PEDRAS GRANDES;4212403;TUBARAO;SC;não habilitada - conf. Ivana 03/11;
4212809;PENHA;4212502;BALNEARIO PICARRAS;SC;;
4204301;PERITIBA;4212601;CONCORDIA;SC;;
4209409;PESCARIA BRAVA;4212650;LAGUNA;SC;;
4208500;PETROLANDIA;4212700;ITUPORANGA;SC;;
4212908;PINHALZINHO;4212908;PINHALZINHO;SC;;
4217907;PINHEIRO PRETO;4213005;TANGARA SC;SC;;
4203907;PIRATUBA;4213104;CAPINZAL;SC;;
4204202;PLANALTO ALEGRE;4213153;CHAPECO;SC;;
4213203;POMERODE;4213203;POMERODE;SC;;
4204558;PONTE ALTA;4213302;CORREIA PINTO;SC;;
4204806;PONTE ALTA DO NORTE;4213351;CURITIBANOS;SC;;
4213401;PONTE SERRADA;4213401;PONTE SERRADA;SC;;
4213500;PORTO BELO;4213500;PORTO BELO;SC;;
4213609;PORTO UNIAO;4213609;PORTO UNIAO;SC;;
4218608;POUSO REDONDO;4213708;TROMBUDO CENTRAL;SC;;
4215653;PRAIA GRANDE;4213807;SANTA ROSA DO SUL;SC;;
4204301;PRES CASTELO BRANCO;4213906;CONCORDIA;SC;;
4214003;PRESIDENTE GETULIO;4214003;PRESIDENTE GETULIO;SC;;
4214805;PRESIDENTE NEREU;4214102;RIO DO SUL;SC;;
4216701;PRINCESA;4214151;SAO JOSE DO CEDRO;SC;;
4214201;QUILOMBO;4214201;QUILOMBO;SC;;
4215703;RANCHO QUEIMADO;4214300;STO AMARO IMPERATRIZ;SC;;
4203006;RIO DAS ANTAS;4214409;CACADOR;SC;;
4214508;RIO DO CAMPO;4214508;RIO DO CAMPO;SC;;
4214607;RIO DO OESTE;4214607;RIO DO OESTE;SC;;
4214805;RIO DO SUL;4214805;RIO DO SUL;SC;;
4218202;RIO DOS CEDROS;4214706;TIMBO;SC;;
4202800;RIO FORTUNA;4214904;BRACO DO NORTE;SC;;
4215000;RIO NEGRINHO;4215000;RIO NEGRINHO;SC;;
4218905;RIO RUFINO;4215059;URUBICI;SC;;
4211009;RIQUEZA;4215075;MONDAI;SC;;
4201703;RODEIO;4215109;ASCURRA;SC;;
4200804;ROMELANDIA;4215208;ANCHIETA;SC;;
4210506;S MIGUEL D BOA VISTA;4217154;MARAVILHA SC;SC;;
4216602;S PEDRO DE ALCANTARA;4217253;SAO JOSE;SC;;
4203501;S TEREZ DO PROGRESSO;4215687;CAMPO ERE;SC;;
4217808;SALETE;4215307;TAIO;SC;;
4203501;SALTINHO;4215356;CAMPO ERE;SC;;
4219309;SALTO VELOSO;4215406;VIDEIRA;SC;;
4208807;SANGAO;4215455;JAGUARUNA;SC;;
4215505;SANTA CECILIA;4215505;SANTA CECILIA;SC;;
4204905;SANTA HELENA;4215554;DESCANSO;SC;;
4202800;SANTA ROSA DE LIMA;4215604;BRACO DO NORTE;SC;;
4215653;SANTA ROSA DO SUL;4215653;SANTA ROSA DO SUL;SC;;
4214508;SANTA TEREZINHA;4215679;RIO DO CAMPO;SC;;
4214201;SANTIAGO DO SUL;4215695;QUILOMBO;SC;;
4215802;SAO BENTO DO SUL;4215802;SAO BENTO DO SUL;SC;;
4203501;SAO BERNARDINO;4215752;CAMPO ERE;SC;;
4215703;SAO BONIFACIO;4215901;STO AMARO IMPERATRIZ;SC;;
4216008;SAO CARLOS;4216008;SAO CARLOS SC;SC;;
4204806;SAO CRISTOVAO DO SUL;4216057;CURITIBANOS;SC;;
4216107;SAO DOMINGOS;4216107;SAO DOMINGOS;SC;;
4216206;SAO FRANCISCO DO SUL;4216206;SAO FRANCISCO DO SUL;SC;;
4216305;SAO JOAO BATISTA;4216305;SAO JOAO BATISTA;SC;;
4202107;SAO JOAO DO ITAPERIU;4216354;BARRA VELHA;SC;;
4215653;SAO JOAO DO SUL;4216404;SANTA ROSA DO SUL;SC;;
4216503;SAO JOAQUIM;4216503;SAO JOAQUIM;SC;;
4216602;SAO JOSE;4216602;SAO JOSE;SC;;
4216701;SAO JOSE DO CEDRO;4216701;SAO JOSE DO CEDRO;SC;;
4209300;SAO JOSE DO CERRITO;4216800;LAGES;SC;;
4208401;SAO JOSE DO OESTE;4216255;ITAPIRANGA;SC;;
4216909;SAO LOURENCO D'OESTE;4216909;SAO LOURENCO D'OESTE;SC;;
4202800;SAO LUDGERO;4217006;BRACO DO NORTE;SC;;
4201505;SAO MARTINHO;4217105;ARMAZEM;SC;;
4217204;SAO MIGUEL DO OESTE;4217204;SAO MIGUEL DO OESTE;SC;;
4212908;SAUDADES;4217303;PINHALZINHO SC;SC;;
4206504;SCHROEDER;4217402;GUARAMIRIM;SC;;
4217501;SEARA;4217501;SEARA;SC;;
4210902;SERRA ALTA;4217550;MODELO;SC;;
4204608;SIDEROPOLIS;4217600;CRICIUMA;SC;;
4217709;SOMBRIO;4217709;SOMBRIO;SC;;
4215703;STO AMARO IMPERATRIZ;4215703;STO AMARO IMPERATRIZ;SC;;
4210902;SUL BRASIL;4217758;MODELO;SC;;
4217808;TAIO;4217808;TAIO;SC;;
4217907;TANGARA;4217907;TANGARA;SC;;
4210506;TIGRINHO;4217956;MARAVILHA SC;SC;;
4218004;TIJUCAS;4218004;TIJUCAS;SC;;
4218806;TIMBE DO SUL;4218103;TURVO SC;SC;;
4218202;TIMBO;4218202;TIMBO;SC;;
4215505;TIMBO GRANDE;4218251;SANTA CECILIA;SC;;
4203808;TRES BARRAS;4218301;CANOINHAS;SC;;
4204608;TREVISO;4218350;CRICIUMA;SC;;
4208807;TREZE DE MAIO;4218400;JAGUARUNA;SC;;
4209003;TREZE TILIAS;4218509;JOACABA;SC;;
4218608;TROMBUDO CENTRAL;4218608;TROMBUDO CENTRAL;SC;;
4218707;TUBARAO;4218707;TUBARAO;SC;;
4208401;TUNAPOLIS;4218756;ITAPIRANGA;SC;;
4218806;TURVO;4218806;TURVO;SC;;
4204400;UNIAO DO OESTE;4218855;CORONEL FREITAS;SC;;
4218905;URUBICI;4218905;URUBICI;SC;;
4216503;URUPEMA;4218954;SAO JOAQUIM;SC;;
4219002;URUSSANGA;4219002;URUSSANGA;SC;;
4213401;VARGEAO;4219101;PONTE SERRADA;SC;;
4203600;VARGEM;4219150;CAMPOS NOVOS;SC;;
4204004;VARGEM BONITA;4219176;CATANDUVAS;SC;;
4208500;VIDAL RAMOS;4219200;ITUPORANGA;SC;;
4219309;VIDEIRA;4219309;VIDEIRA;SC;;
4214003;VITOR MEIRELES;4219358;PRESIDENTE GETULIO;SC;;
4214003;WITMARSUM;4219408;PRESIDENTE GETULIO;SC;;
4219507;XANXERE;4219507;XANXERE;SC;;
4217501;XAVANTINA;4219606;SEARA;SC;;
4219705;XAXIM;4219705;XAXIM;SC;;
4203600;ZORTEA;4219853;CAMPOS NOVOS;SC;;
2800209;AQUIDABA;2800209;AQUIDABA;SE;;
2800308;ARACAJU;2800308;ARACAJU;SE;;
2800407;ARAUA;2800407;ARAUA;SE;;
2803609;AREIA BRANCA;2800506;LARANJEIRAS;SE;;
2800605;BARRA DOS COQUEIROS;2800605;BARRA DOS COQUEIROS;SE;;
2800670;BOQUIM;2800670;BOQUIM;SE;;
2801009;CAMPO DO BRITO;2801009;CAMPO DO BRITO;SE;;
2802403;CANHOBA;2801108;GARARU;SE;;
2801207;CANINDE DE SAO FRANCISCO;2801207;CANINDE DE SAO FRANCISCO;SE;;
2801306;CAPELA;2801306;CAPELA;SE;;
2801405;CARIRA;2801405;CARIRA;SE;;
2801504;CARMOPOLIS;2801504;CARMOPOLIS;SE;;
2801603;CEDRO DE SAO JOAO;2801603;CEDRO DE SAO JOAO;SE;;
2801702;CRISTINAPOLIS;2801702;CRISTINAPOLIS;SE;;
2804607;CUMBE;2801900;NOSSA SENHORA DAS DORES;SE;;
2802106;ESTANCIA;2802106;ESTANCIA;SE;;
2804508;FEIRA NOVA;2802205;NOSSA Sª DA GLORIA;SE;;
2802304;FREI PAULO;2802304;FREI PAULO;SE;;
2802403;GARARU;2802403;GARARU;SE;;
2801504;GENERAL MAYNARD;2802502;CARMOPOLIS;SE;;
2804904;ILHA DAS FLORES;2802700;PACATUBA;SE;;
2802809;INDIAROBA;2802809;INDIAROBA;SE;;
2802908;ITABAIANA;2802908;ITABAIANA;SE;;
2803005;ITABAIANINHA;2803005;ITABAIANINHA;SE;;
2802403;ITABI;2803104;GARARU;SE;;
2803203;ITAPORANGA D'AJUDA;2803203;ITAPORANGA D'AJUDA;SE;;
2803302;JAPARATUBA;2803302;JAPARATUBA;SE;;
2801603;JAPOATA;2803401;CEDRO DE SAO JOAO;SE;;
2803500;LAGARTO;2803500;LAGARTO;SE;;
2803609;LARANJEIRAS;2803609;LARANJEIRAS;SE;;
2801009;MACAMBIRA;2803708;CAMPO DO BRITO;SE;;
2800209;MALHADA DOS BOIS;2803807;AQUIDABA;SE;;
2803906;MALHADOR;2803906;MALHADOR;SE;;
2804003;MARUIM;2804003;MARUIM;SE;;
2803906;MOITA BONITA;2804102;MALHADOR;SE;;
2804508;MONTE ALEGRE SERGIPE;2804201;NOSSA Sª DA GLORIA;SE;;
2800209;MURIBECA;2804300;AQUIDABA;SE;;
2804409;NEOPOLIS;2804409;NEOPOLIS;SE;;
2806008;NOSSA SENHORA APARECIDA;2804458;RIBEIROPOLIS;SE;;
2804508;NOSSA SENHORA DA GLORIA;2804508;NOSSA SENHORA DA GLORIA;SE;;
2804607;NOSSA SENHORA DAS DORES;2804607;NOSSA SENHORA DAS DORES;SE;;
2804805;NOSSA SENHORA DO SOCORRO;2804805;NOSSA SENHORA DO SOCORRO;SE;;
2802403;NOSSA SRA LOURDES;2804706;GARARU;SE;;
2804904;PACATUBA;2804904;PACATUBA;SE;;
2802304;PEDRA MOLE;2805000;FREI PAULO;SE;;
2800407;PEDRINHAS;2805109;ARAUA;SE;;
2802304;PINHAO;2805208;FREI PAULO;SE;;
2803302;PIRAMBU;2805307;JAPARATUBA;SE;;
2805406;POCO REDONDO;2805406;POCO REDONDO;SE;;
2805505;POCO VERDE;2805505;POCO VERDE;SE;;
2805604;PORTO DA FOLHA;2805604;PORTO DA FOLHA;SE;;
2805703;PROPRIA;2805703;PROPRIA;SE;;
2805802;RIACHAO DO DANTAS;2805802;RIACHAO DO DANTAS;SE;;
2805901;RIACHUELO;2805901;RIACHUELO;SE;;
2806008;RIBEIROPOLIS;2806008;RIBEIROPOLIS;SE;;
2801504;ROSARIO DE CATETE;2806107;CARMOPOLIS;SE;;
2801009;S DOMINGOS;2806800;CAMPO DO BRITO;SE;;
2806008;S MIGUEL ALEIXO;2807006;RIBEIROPOLIS;SE;;
2803203;SALGADO;2806206;ITAPORANGA D'AJUDA;SE;;
2802809;SANTA LUZIA DO ITANHY;2806305;INDIAROBA;SE;;
2805901;SANTA ROSA DE LIMA;2806503;RIACHUELO;SE;;
2806701;SAO CRISTOVAO;2806701;SAO CRISTOVAO;SE;;
2807105;SIMAO DIAS;2807105;SIMAO DIAS;SE;;
2804607;SIRIRI;2807204;NOSSA SENHORA DAS DORES;SE;;
2804003;STO AMARO DAS BROTAS;2806602;MARUIM;SE;;
2807402;TOBIAS BARRETO;2807402;TOBIAS BARRETO;SE;;
2801702;TOMAR DO GERU;2807501;CRISTINAPOLIS;SE;;
2807600;UMBAUBA;2807600;UMBAUBA;SE;;
3549102;AGUAS DA PRATA;3500402;SAO JOAO DA BOA VISTA;SP;;
3500501;AGUAS DE LINDOIA;3500501;AGUAS DE LINDOIA;SP;;
3541406;ALFREDO MARCONDES;3500808;PRESIDENTE PRUDENTE;SP;;
3533908;ALTAIR;3500907;OLIMPIA;SP;;
3501004;ALTINOPOLIS;3501004;ALTINOPOLIS;SP;;
3537305;ALTO ALEGRE;3501103;PENAPOLIS;SP;;
3528403;ALUMINIO;3501152;MAIRINQUE;SP;;
3557105;ALVARES FLORENCE;3501202;VOTUPORANGA;SP;;
3541406;ALVARES MACHADO;3501301;PRESIDENTE PRUDENTE;SP;;
3501608;AMERICANA;3501608;AMERICANA;SP;;
3501905;AMPARO;3501905;AMPARO;SP;;
3502101;ANDRADINA;3502101;ANDRADINA;SP;;
3541406;ANHUMAS;3502408;PRESIDENTE PRUDENTE;SP;;
3535200;APARECIDA D OESTE;3502606;PALMEIRA D'OESTE;SP;;
3550605;ARACARIGUAMA;3502754;SAO ROQUE;SP;;
3502804;ARACATUBA;3502804;ARACATUBA;SP;;
3552205;ARACOIABA DA SERRA;3502903;SOROCABA;SP;;
3504503;ARANDU;3503109;AVARE;SP;;
3504909;ARAPEI;3503158;BANANAL;SP;;
3503307;ARARAS;3503307;ARARAS;SP;;
3506003;AREALVA;3503406;BAURU;SP;;
3541901;AREIAS;3503505;QUELUZ;SP;;
3545605;ARIRANHA;3503703;SANTA ADELIA;SP;;
3530805;ARTUR NOGUEIRA;3503802;MOGI MIRIM;SP;;
3546801;ARUJA;3503901;SANTA ISABEL;SP;;
3504107;ATIBAIA;3504107;ATIBAIA;SP;;
3504206;AURIFLAMA;3504206;AURIFLAMA;SP;;
3506003;AVAI;3504305;BAURU;SP;;
3537305;AVANHANDAVA;3504404;PENAPOLIS;SP;;
3504503;AVARE;3504503;AVARE;SP;;
3549805;BADY BASSIT;3504602;SAO JOSE DO RIO PRETO;SP;;
3538907;BALBINOS;3504701;PIRAJUI;SP;;
3504909;BANANAL;3504909;BANANAL;SP;;
3522802;BARAO DE ANTONINA;3505005;ITAPORANGA;SP;;
3537305;BARBOSA;3505104;PENAPOLIS;SP;;
3505302;BARRA BONITA;3505302;BARRA BONITA;SP;;
3524600;BARRA DO TURVO;3505401;JACUPIRANGA;SP;;
3505500;BARRETOS;3505500;BARRETOS;SP;;
3551702;BARRINHA;3505609;SERTAOZINHO SP;SP;;
3505708;BARUERI;3505708;BARUERI;SP;;
3505906;BATATAIS;3505906;BATATAIS;SP;;
3506003;BAURU;3506003;BAURU;SP;;
3548500;BERTIOGA;3506359;SANTOS;SP;;
3506409;BILAC;3506409;BILAC;SP;;
3506508;BIRIGUI;3506508;BIRIGUI;SP;;
3530607;BIRITIBA-MIRIM;3506607;MOGI DAS CRUZES;SP;;
3542909;BOA ESPERANCA DO SUL;3506706;RIBEIRAO BONITO;SP;;
3525300;BOCAINA;3506805;JAU;SP;;
3540507;BOFETE;3506904;PORANGABA;SP;;
3507001;BOITUVA;3507001;BOITUVA;SP;;
3504107;BOM JESUS PERDOES;3507100;ATIBAIA;SP;;
3523206;BOM SUCESSO ITARARE;3507159;ITARARE;SP;;
3535507;BORA;3507209;PARAGUACU PAULISTA;SP;;
3507407;BORBOREMA;3507407;BORBOREMA;SP;;
3526803;BOREBI;3507456;LENCOIS PAULISTA;SP;;
3507506;BOTUCATU;3507506;BOTUCATU;SP;;
3507605;BRAGANCA PAULISTA;3507605;BRAGANCA PAULISTA;SP;;
3537305;BRAUNA;3507704;PENAPOLIS;SP;;
3506508;BREJO ALEGRE;3507753;BIRIGUI;SP;;
3507803;BRODOWSKI;3507803;BRODOWSKI;SP;;
3508504;CACAPAVA;3508504;CACAPAVA;SP;;
3508603;CACHOEIRA PAULISTA;3508603;CACHOEIRA PAULISTA;SP;;
3508702;CACONDE;3508702;CACONDE;SP;;
3542404;CAIABU;3508900;REGENTE FEIJO;SP;;
3516408;CAIEIRAS;3509007;FRANCO DA ROCHA;SP;;
3525904;CAJAMAR;3509205;JUNDIAI;SP;;
3524600;CAJATI;3509254;JACUPIRANGA;SP;;
3533908;CAJOBI;3509304;OLIMPIA;SP;;
3509502;CAMPINAS;3509502;CAMPINAS;SP;;
3525904;CAMPO LIMPO PAULISTA;3509601;JUNDIAI;SP;;
3509700;CAMPOS DO JORDAO;3509700;CAMPOS DO JORDAO;SP;;
3509908;CANANEIA;3509908;CANANEIA;SP;;
3527207;CANAS;3509957;LORENA;SP;;
3510005;CANDIDO MOTA;3510005;CANDIDO MOTA;SP;;
3553708;CANDIDO RODRIGUES;3510104;TAQUARITINGA;SP;;
3510500;CARAGUATATUBA;3510500;CARAGUATATUBA;SP;;
3510609;CARAPICUIBA;3510609;CARAPICUIBA;SP;;
3510708;CARDOSO;3510708;CARDOSO;SP;;
3510807;CASA BRANCA;3510807;CASA BRANCA;SP;;
3502101;CASTILHO;3511003;ANDRADINA;SP;;
3549805;CEDRAL;3511300;SAO JOSE DO RIO PRETO;SP;;
3511508;CERQUILHO;3511508;CERQUILHO;SP;;
3538709;CHARQUEADA;3511706;PIRACICABA;SP;;
3506508;CLEMENTINA;3511904;BIRIGUI;SP;;
3505500;COLOMBIA;3512100;BARRETOS;SP;;
3530805;CONCHAL;3512209;MOGI MIRIM;SP;;
3512407;CORDEIROPOLIS;3512407;CORDEIROPOLIS;SP;;
3506508;COROADOS;3512506;BIRIGUI;SP;;
3512803;COSMOPOLIS;3512803;COSMOPOLIS;SP;;
3513009;COTIA;3513009;COTIA;SP;;
3513108;CRAVINHOS;3513108;CRAVINHOS;SP;;
3516200;CRISTAIS PAULISTA;3513207;FRANCA;SP;;
3513504;CUBATAO;3513504;CUBATAO;SP;;
3513603;CUNHA;3513603;CUNHA;SP;;
3513801;DIADEMA;3513801;DIADEMA;SP;;
3529302;DOBRADA;3514007;MATAO;SP;;
3515202;DOLCINOPOLIS;3514205;ESTRELA D'OESTE;SP;;
3542909;DOURADO;3514304;RIBEIRAO BONITO;SP;;
3514403;DRACENA;3514403;DRACENA;SP;;
3551702;DUMONT;3514601;SERTAOZINHO SP;SP;;
3531803;ELIAS FAUSTO;3514908;MONTE MOR;SP;;
3533908;EMBAUBA;3514957;OLIMPIA;SP;;
3515004;EMBU DAS ARTES;3515004;EMBU DAS ARTES;SP;;
3530805;ENG. COELHO;3515152;MOGI MIRIM;SP;;
3546405;ESPIRITO ST DO TURVO;3515194;SANTA CRUZ DO RIO PARDO;SP;;
3539202;ESTRELA DO NORTE;3515301;PIRAPOZINHO;SP;;
3515202;ESTRELA D'OESTE;3515202;ESTRELA D'OESTE;SP;;
3554300;EUCLIDES DA CUNHA PT;3515350;TEODORO SAMPAIO;SP;;
3553708;FERNANDO PRESTES;3515608;TAQUARITINGA;SP;;
3515509;FERNANDOPOLIS;3515509;FERNANDOPOLIS;SP;;
3539806;FERRAZ DE VASCONCELO;3515707;POA;SP;;
3532603;FLOREAL;3515905;NHANDEARA;SP;;
3516200;FRANCA;3516200;FRANCA;SP;;
3516309;FRANCISCO MORATO;3516309;FRANCISCO MORATO;SP;;
3516408;FRANCO DA ROCHA;3516408;FRANCO DA ROCHA;SP;;
3506409;GABRIEL MONTEIRO;3516507;BILAC;SP;;
3532603;GASTAO VIDIGAL;3516804;NHANDEARA;SP;;
3516903;GENERAL SALGADO;3516903;GENERAL SALGADO;SP;;
3517000;GETULINA;3517000;GETULINA;SP;;
3537305;GLICERIO;3517109;PENAPOLIS;SP;;
3527108;GUAICARA;3517208;LINS;SP;;
3517000;GUAIMBE;3517307;GETULINA;SP;;
3517406;GUAIRA;3517406;GUAIRA;SP;;
3549805;GUAPIACU;3517505;SAO JOSE DO RIO PRETO;SP;;
3517703;GUARA;3517703;GUARA;SP;;
3530102;GUARACAI;3517802;MIRANDOPOLIS;SP;;
3533908;GUARACI;3517901;OLIMPIA;SP;;
3515509;GUARANI D OESTE;3518008;FERNANDOPOLIS;SP;;
3518206;GUARARAPES;3518206;GUARARAPES;SP;;
3530607;GUARAREMA;3518305;MOGI DAS CRUZES;SP;;
3540507;GUAREI;3518503;PORANGABA;SP;;
3518701;GUARUJA;3518701;GUARUJA;SP;;
3518800;GUARULHOS;3518800;GUARULHOS;SP;;
3543402;GUATAPARA;3518859;RIBEIRAO PRETO;SP;;
3504206;GUZOLANDIA;3518909;AURIFLAMA;SP;;
3530805;HOLAMBRA;3519055;MOGI MIRIM;SP;;
3552403;HORTOLANDIA;3519071;SUMARE;SP;;
3519600;IACANGA;3519105;IBITINGA;SP;;
3548906;IBATE;3519303;SAO CARLOS;SP;;
3519600;IBITINGA;3519600;IBITINGA;SP;;
3546801;IGARATA;3520202;SANTA ISABEL;SP;;
3520301;IGUAPE;3520301;IGUAPE;SP;;
3505302;IGUARACU DO TIETE;3520004;BARRA BONITA;SP;;
3520301;ILHA COMPRIDA;3520426;IGUAPE;SP;;
3520509;INDAIATUBA;3520509;INDAIATUBA;SP;;
3529203;INDIANA;3520608;MARTINOPOLIS;SP;;
3515509;INDIAPORA;3520707;FERNANDOPOLIS;SP;;
3507001;IPERO;3521002;BOITUVA;SP;;
3549805;IPIGUA;3521150;SAO JOSE DO RIO PRETO;SP;;
3521804;ITAI;3521804;ITAI;SP;;
3533502;ITAJOBI;3521903;NOVO HORIZONTE;SP;;
3522109;ITANHAEM;3522109;ITANHAEM;SP;;
3522505;ITAPEVI;3522505;ITAPEVI;SP;;
3522604;ITAPIRA;3522604;ITAPIRA;SP;;
3522802;ITAPORANGA;3522802;ITAPORANGA;SP;;
3525300;ITAPUI;3522901;JAU;SP;;
3523107;ITAQUAQUECETUBA;3523107;ITAQUAQUECETUBA;SP;;
3523206;ITARARE;3523206;ITARARE;SP;;
3522109;ITARIRI;3523305;ITANHAEM;SP;;
3523404;ITATIBA;3523404;ITATIBA;SP;;
3507506;ITATINGA;3523503;BOTUCATU;SP;;
3510807;ITOBI;3523800;CASA BRANCA;SP;;
3523909;ITU;3523909;ITU;SP;;
3525904;ITUPEVA;3524006;JUNDIAI;SP;;
3524303;JABOTICABAL;3524303;JABOTICABAL;SP;;
3524402;JACAREI;3524402;JACAREI;SP;;
3524600;JACUPIRANGA;3524600;JACUPIRANGA;SP;;
3524709;JAGUARIUNA;3524709;JAGUARIUNA;SP;;
3508504;JAMBEIRO;3524907;CACAPAVA;SP;;
3505708;JANDIRA;3525003;BARUERI;SP;;
3525102;JARDINOPOLIS;3525102;JARDINOPOLIS;SP;;
3504107;JARINU;3525201;ATIBAIA;SP;;
3525300;JAU;3525300;JAU;SP;;
3537008;JERIQUARA;3525409;PEDREGULHO;SP;;
3538600;JOANOPOLIS;3525508;PIRACAIA;SP;;
3554508;JUMIRIM;3525854;TIETE;SP;;
3525904;JUNDIAI;3525904;JUNDIAI;SP;;
3526001;JUNQUEIROPOLIS;3526001;JUNQUEIROPOLIS;SP;;
3526100;JUQUIA;3526100;JUQUIA;SP;;
3550001;LAGOINHA;3526308;SAO LUIS DO PARAITINGA;SP;;
3530102;LAVINIA;3526506;MIRANDOPOLIS;SP;;
3526704;LEME;3526704;LEME;SP;;
3526803;LENCOIS PAULISTA;3526803;LENCOIS PAULISTA;SP;;
3500501;LINDOIA;3527009;AGUAS DE LINDOIA;SP;;
3527108;LINS;3527108;LINS;SP;;
3527207;LORENA;3527207;LORENA;SP;;
3556701;LOUVEIRA;3527306;VINHEDO;SP;;
3550902;LUIS ANTONIO;3527603;SAO SIMAO;SP;;
3537305;LUIZIANIA;3527702;PENAPOLIS;SP;;
3535507;LUTECIA;3527900;PARAGUACU PAULISTA;SP;;
3515509;MACEDONIA;3528205;FERNANDOPOLIS;SP;;
3532603;MAGDA;3528304;NHANDEARA;SP;;
3528403;MAIRINQUE;3528403;MAIRINQUE;SP;;
3538808;MANDURI;3528601;PIRAJU;SP;;
3533502;MARAPOAMA;3528858;NOVO HORIZONTE;SP;;
3529005;MARILIA;3529005;MARILIA;SP;;
3535200;MARINOPOLIS;3529104;PALMEIRA D'OESTE;SP;;
3529203;MARTINOPOLIS;3529203;MARTINOPOLIS;SP;;
3529302;MATAO;3529302;MATAO;SP;;
3529401;MAUA;3529401;MAUA;SP;;
3515509;MERIDIANO;3529609;FERNANDOPOLIS;SP;;
3529708;MIGUELOPOLIS;3529708;MIGUELOPOLIS;SP;;
3525300;MINEIROS DO TIETE;3529807;JAU;SP;;
3510708;MIRA ESTRELA;3530003;CARDOSO;SP;;
3530102;MIRANDOPOLIS;3530102;MIRANDOPOLIS;SP;;
3530201;MIRANTE DO PARANAPANEMA;3530201;MIRANTE DO PARANAPANEMA;SP;;
3530607;MOGI DAS CRUZES;3530607;MOGI DAS CRUZES;SP;;
3530805;MOGI MIRIM;3530805;MOGI MIRIM;SP;;
3532603;MONCOES;3531001;NHANDEARA;SP;;
3531100;MONGAGUA;3531100;MONGAGUA;SP;;
3501905;MONTE ALEGRE SUL;3531209;AMPARO SP;SP;;
3555109;MONTE CASTELO;3531605;TUPI PAULISTA;SP;;
3531803;MONTE MOR;3531803;MONTE MOR;SP;;
3549904;MONTEIRO LOBATO;3531704;SAO JOSE DOS CAMPOS;SP;;
